血統登録番号,StartDashScore,EarlyTrackingScore,DashMinusTracking,PastPositionScore,HistoryN,StructureSpread,Reliability,Type
2018101497,49.31,42.69,6.63,7.69,1,0.0,7.0,バランス型
2016100952,47.99,49.9,-1.91,26.67,1,0.0,7.0,バランス型
2021101668,48.91,51.19,-2.28,43.32,3,0.0463,31.5,バランス型
2021103304,38.0,49.03,-11.03,14.14,2,0.0542,26.7,追走持続型
2021101207,54.98,59.1,-4.12,66.61,2,0.1625,33.3,バランス型
2021101968,48.95,52.02,-3.07,35.29,1,0.0,7.0,バランス型
2021102739,46.89,44.5,2.39,30.65,3,0.1728,42.9,バランス型
2021103264,49.56,44.48,5.08,14.29,1,0.0,7.0,バランス型
2021104912,49.56,44.48,5.08,14.29,1,0.0,7.0,バランス型
2020106519,45.26,49.51,-4.25,41.11,8,0.0507,51.5,バランス型
2021100768,61.81,61.51,0.3,84.1,2,0.0792,33.3,バランス型
2021101457,63.21,63.74,-0.52,90.81,2,0.0083,14.0,バランス型
2021104916,55.57,53.0,2.57,56.65,2,0.0875,33.3,バランス型
2021105147,46.42,47.29,-0.87,14.29,1,0.0,7.0,バランス型
2021106560,52.77,52.84,-0.07,50.0,1,0.0,7.0,バランス型
2016106594,45.9,50.02,-4.12,39.33,4,0.1455,50.0,バランス型
2021102414,41.51,50.4,-8.89,6.25,1,0.0,7.0,追走持続型
2021101865,48.48,50.33,-1.85,29.41,1,0.0,7.0,バランス型
2021103261,60.7,57.94,2.76,75.68,2,0.025,18.6,バランス型
2021105200,46.99,50.96,-3.97,37.2,2,0.1292,33.3,バランス型
2021106360,44.89,48.1,-3.21,11.76,1,0.0,7.0,バランス型
2021107000,53.48,54.15,-0.67,54.95,2,0.0167,16.3,バランス型
2021102400,48.46,44.18,4.28,27.03,2,0.1292,33.3,バランス型
2021102564,43.67,41.64,2.03,13.51,2,0.0958,33.3,バランス型
2021103059,49.31,43.91,5.4,11.76,1,0.0,7.0,バランス型
2021104996,58.93,58.5,0.43,69.1,3,0.1453,42.9,バランス型
2021100288,58.38,60.69,-2.31,71.85,3,0.0715,40.5,バランス型
2021101124,43.55,45.85,-2.3,21.44,2,0.1417,33.3,バランス型
2021102917,56.91,62.71,-5.8,93.33,1,0.0,7.0,バランス型
2021103336,42.63,46.45,-3.82,0.0,1,0.0,7.0,バランス型
2021103894,60.8,58.41,2.39,69.65,4,0.018,25.0,バランス型
2021104315,51.96,54.02,-2.06,51.89,2,0.0583,27.9,バランス型
2021107301,50.67,51.63,-0.96,40.0,1,0.0,7.0,バランス型
2021104931,56.18,53.33,2.85,56.63,8,0.0976,66.7,バランス型
2021106197,45.81,59.42,-13.61,50.57,2,0.2458,33.3,追走持続型
2021100579,65.47,59.53,5.94,77.88,4,0.0718,47.4,バランス型
2021102331,43.58,45.57,-1.98,27.41,3,0.0649,38.2,バランス型
2021103211,64.57,62.91,1.67,91.89,2,0.0667,30.2,バランス型
2021104863,45.07,46.1,-1.04,6.67,1,0.0,7.0,バランス型
2021102127,50.42,49.64,0.78,33.33,1,0.0,7.0,バランス型
2021103686,45.52,43.45,2.07,0.0,1,0.0,7.0,バランス型
2021105747,46.86,46.43,0.43,39.71,8,0.0294,39.7,バランス型
2021104155,37.54,44.27,-6.73,6.31,2,0.15,33.3,バランス型
2021105737,56.22,54.08,2.14,64.71,1,0.0,7.0,バランス型
2021109071,51.78,52.97,-1.19,47.06,1,0.0,7.0,バランス型
2020103999,50.26,54.38,-4.13,49.36,2,0.0792,33.3,バランス型
2021100201,48.73,48.06,0.66,23.53,1,0.0,7.0,バランス型
2021110129,56.04,56.42,-0.38,70.59,1,0.0,7.0,バランス型
2021110145,33.13,36.09,-2.96,11.86,6,0.1228,60.0,バランス型
2021105426,46.03,46.45,-0.42,38.33,7,0.0543,51.1,バランス型
2021103126,46.36,47.03,-0.67,13.33,1,0.0,7.0,バランス型
2021109098,46.36,47.03,-0.67,13.33,1,0.0,7.0,バランス型
2021102579,51.78,58.27,-6.49,57.97,5,0.1473,55.6,バランス型
2016102142,45.31,48.18,-2.87,13.33,1,0.0,7.0,バランス型
2019105968,73.65,65.69,7.96,92.66,5,0.0122,25.1,バランス型
2021107021,44.1,50.54,-6.45,15.38,1,0.0,7.0,バランス型
2020101242,66.6,61.89,4.72,85.96,3,0.0443,30.8,バランス型
2021104549,49.31,43.91,5.4,11.76,1,0.0,7.0,バランス型
2021103074,49.09,40.56,8.54,0.0,1,0.0,7.0,テン型
2021110016,59.55,57.27,2.28,64.31,7,0.1734,63.6,バランス型
2021110100,56.15,61.73,-5.58,88.24,1,0.0,7.0,バランス型
2021105809,42.49,46.61,-4.11,0.0,1,0.0,7.0,バランス型
2021102294,49.95,54.9,-4.96,51.07,4,0.2089,50.0,バランス型
2021102919,71.1,67.66,3.44,86.03,8,0.1635,66.7,バランス型
2021105531,59.9,54.18,5.73,61.61,6,0.1613,60.0,バランス型
2019105186,35.59,39.55,-3.96,6.54,3,0.1421,42.9,バランス型
2021103477,48.01,46.83,1.19,17.65,1,0.0,7.0,バランス型
2021103517,49.78,48.98,0.8,29.41,1,0.0,7.0,バランス型
2021105196,49.06,47.18,1.88,37.91,3,0.0531,34.0,バランス型
2021106588,45.37,43.6,1.78,0.0,1,0.0,7.0,バランス型
2021110030,51.67,51.1,0.58,49.16,7,0.0038,24.3,バランス型
2021100413,56.69,61.12,-4.43,87.5,1,0.0,7.0,バランス型
2021106577,49.38,44.08,5.31,12.5,1,0.0,7.0,バランス型
2021106720,49.38,44.08,5.31,12.5,1,0.0,7.0,バランス型
2021110046,59.65,56.9,2.75,71.28,2,0.1,33.3,バランス型
2021110081,48.19,49.76,-1.58,43.65,6,0.1027,60.0,バランス型
2021100237,47.74,48.91,-1.18,23.08,1,0.0,7.0,バランス型
2021100990,50.6,51.17,-0.58,38.46,1,0.0,7.0,バランス型
2021102517,48.06,46.95,1.11,36.13,3,0.0354,27.6,バランス型
2021100458,50.29,50.91,-0.62,43.06,2,0.1583,33.3,バランス型
2021102955,38.17,37.81,0.36,8.07,3,0.2043,42.9,バランス型
2021104805,51.68,52.94,-1.26,46.67,1,0.0,7.0,バランス型
2021105660,37.37,47.37,-10.0,18.87,3,0.0794,42.9,追走持続型
2022100907,37.22,33.41,3.81,0.0,3,0.1091,42.9,バランス型
2022101314,61.56,64.6,-3.04,72.92,8,0.0927,66.7,バランス型
2022101720,50.65,53.2,-2.55,49.06,3,0.0511,33.2,バランス型
2022101936,53.07,56.57,-3.49,56.66,5,0.1505,55.6,バランス型
2022102732,39.43,37.38,2.06,21.74,7,0.162,63.6,バランス型
2022104939,65.92,62.39,3.53,76.3,7,0.1019,63.6,バランス型
2022105069,57.47,58.38,-0.91,70.3,2,0.0,11.7,バランス型
2022106772,38.94,43.76,-4.82,28.46,8,0.1481,66.7,バランス型
2022106829,65.84,64.07,1.77,77.96,7,0.116,63.6,バランス型
2021102522,62.86,59.27,3.59,100.0,1,0.0,7.0,バランス型
2020101943,60.6,57.86,2.74,88.89,1,0.0,7.0,バランス型
2021100090,56.79,57.79,-1.0,63.47,4,0.1882,50.0,バランス型
2022102516,46.15,48.64,-2.49,40.34,6,0.1644,60.0,バランス型
2022103622,52.06,50.33,1.74,40.0,1,0.0,7.0,バランス型
2022103837,50.11,45.78,4.33,20.0,1,0.0,7.0,バランス型
2022104731,53.35,54.51,-1.16,54.68,6,0.1947,60.0,バランス型
2022105071,56.72,58.37,-1.64,61.91,8,0.1378,66.7,バランス型
2022105087,61.65,59.55,2.1,68.57,7,0.143,63.6,バランス型
2022105379,45.83,55.49,-9.66,46.46,6,0.1471,60.0,追走持続型
2022105708,58.02,51.99,6.03,57.6,3,0.1218,42.9,バランス型
2022105914,56.38,60.41,-4.02,72.79,2,0.0,11.7,バランス型
2022106162,53.04,52.6,0.44,50.0,1,0.0,7.0,バランス型
2022107056,58.96,57.78,1.18,63.61,8,0.0539,53.3,バランス型
2020101115,49.09,40.56,8.54,0.0,1,0.0,7.0,テン型
2021102319,44.36,45.79,-1.43,22.58,2,0.0458,24.4,バランス型
2021103317,59.27,57.03,2.23,82.35,1,0.0,7.0,バランス型
2021103508,56.87,55.54,1.33,70.59,1,0.0,7.0,バランス型
2021104081,54.48,54.05,0.42,58.82,1,0.0,7.0,バランス型
2021106060,49.68,51.08,-1.39,35.29,1,0.0,7.0,バランス型
2022100218,40.12,45.62,-5.5,29.89,6,0.1026,60.0,バランス型
2022101192,30.38,43.26,-12.88,19.52,8,0.2184,66.7,追走持続型
2022101943,52.24,48.33,3.91,46.71,7,0.1157,63.6,バランス型
2022102268,53.27,51.74,1.54,50.88,3,0.0875,42.9,バランス型
2022102270,52.98,57.41,-4.43,59.79,2,0.1208,33.3,バランス型
2022102542,51.12,40.12,11.0,32.7,4,0.1197,50.0,テン型
2022104011,65.37,67.01,-1.64,86.29,4,0.2161,50.0,バランス型
2022104818,54.02,54.86,-0.84,55.54,8,0.1926,66.7,バランス型
2022105067,60.65,57.87,2.79,68.76,4,0.1327,50.0,バランス型
2022105185,60.86,63.16,-2.3,70.91,8,0.0811,66.7,バランス型
2022105880,57.98,55.64,2.34,60.82,7,0.1162,63.6,バランス型
2022106229,53.36,52.41,0.95,52.54,8,0.0677,61.0,バランス型
2022101764,57.77,56.1,1.67,75.0,1,0.0,7.0,バランス型
2022103311,55.51,57.86,-2.35,61.96,4,0.0951,50.0,バランス型
2022103549,48.5,49.85,-1.35,44.79,8,0.0439,47.7,バランス型
2022104637,60.07,55.13,4.94,62.39,8,0.0545,53.6,バランス型
2022104771,46.8,53.99,-7.2,46.41,8,0.0744,64.7,バランス型
2022104778,52.77,54.42,-1.65,54.06,3,0.0806,42.9,バランス型
2022105412,45.8,53.74,-7.94,44.09,4,0.1333,50.0,バランス型
2022105616,61.31,59.62,1.69,68.46,7,0.1175,63.6,バランス型
2022106709,68.3,62.21,6.08,78.2,8,0.0982,66.7,バランス型
2018190002,55.94,56.52,-0.57,70.59,1,0.0,7.0,バランス型
2018190003,55.94,56.52,-0.57,70.59,1,0.0,7.0,バランス型
2021100232,43.49,45.23,-1.74,26.78,3,0.0275,24.8,バランス型
2021101862,59.84,58.49,1.35,88.24,1,0.0,7.0,バランス型
2021102926,45.64,47.25,-1.61,11.76,1,0.0,7.0,バランス型
2021104071,49.7,50.47,-0.77,41.18,2,0.0,11.7,バランス型
2021104515,54.38,54.17,0.21,58.82,1,0.0,7.0,バランス型
2022100177,54.14,54.25,-0.11,58.33,1,0.0,7.0,バランス型
2022100583,54.97,55.18,-0.22,56.83,8,0.0838,66.7,バランス型
2022100683,63.83,61.77,2.06,88.45,2,0.0917,33.3,バランス型
2022100981,58.27,55.22,3.06,60.45,8,0.0625,58.1,バランス型
2022101611,58.08,58.27,-0.19,71.17,2,0.0167,16.3,バランス型
2022102958,38.9,38.66,0.24,21.16,6,0.1876,60.0,バランス型
2022103066,56.07,56.61,-0.54,59.37,8,0.0599,56.6,バランス型
2022104656,51.96,51.74,0.22,47.76,2,0.0083,14.0,バランス型
2022105304,60.4,57.62,2.78,65.62,7,0.0984,63.6,バランス型
2022105711,43.4,43.01,0.39,23.45,3,0.1931,42.9,バランス型
2022105983,56.36,56.02,0.34,60.0,5,0.0239,30.5,バランス型
2022106938,52.68,50.4,2.29,49.71,8,0.0713,62.9,バランス型
2022107132,65.48,63.6,1.88,77.02,7,0.0588,53.4,バランス型
2021101906,59.91,60.14,-0.22,93.33,1,0.0,7.0,バランス型
2021102239,43.28,48.13,-4.85,6.67,1,0.0,7.0,バランス型
2022100207,48.32,50.75,-2.43,30.0,1,0.0,7.0,バランス型
2022100837,40.34,43.74,-3.4,28.06,6,0.0819,60.0,バランス型
2022100867,43.4,42.37,1.03,28.84,5,0.0917,55.6,バランス型
2022101571,71.41,65.2,6.21,84.48,8,0.0514,51.9,バランス型
2022102173,49.73,48.5,1.23,42.54,4,0.0883,50.0,バランス型
2022102273,49.85,48.32,1.53,43.32,5,0.1046,55.6,バランス型
2022103263,35.07,41.16,-6.09,22.01,8,0.1326,66.7,バランス型
2022103509,55.28,62.66,-7.38,64.48,8,0.1163,66.7,バランス型
2022105782,35.51,48.37,-12.86,24.08,5,0.0788,55.6,追走持続型
2022106907,59.95,57.35,2.6,64.47,8,0.0825,66.7,バランス型
2022109047,73.63,67.59,6.03,90.31,7,0.0481,47.8,バランス型
2021103586,66.11,62.1,4.01,93.54,2,0.125,33.3,バランス型
2020106795,59.66,58.42,1.24,68.11,4,0.0727,47.8,バランス型
2021103883,42.04,50.0,-7.96,25.23,2,0.1375,33.3,バランス型
2022100548,66.67,61.57,5.1,78.94,5,0.0521,43.6,バランス型
2022101416,58.21,59.28,-1.08,85.71,1,0.0,7.0,バランス型
2022101426,52.24,51.94,0.3,50.78,8,0.0938,66.7,バランス型
2022103310,54.75,53.53,1.22,55.1,8,0.0816,66.7,バランス型
2022104503,66.21,64.8,1.41,78.32,8,0.1559,66.7,バランス型
2022104548,45.01,43.83,1.18,20.27,2,0.0542,26.7,バランス型
2022104671,53.18,57.58,-4.39,59.77,3,0.0914,42.9,バランス型
2022105326,59.31,56.83,2.49,63.06,8,0.1263,66.7,バランス型
2021100147,45.91,49.05,-3.14,17.65,1,0.0,7.0,バランス型
2022100136,58.05,60.94,-2.89,71.56,3,0.1007,42.9,バランス型
2022102394,49.94,45.37,4.57,18.18,1,0.0,7.0,バランス型
2022103148,59.57,46.8,12.76,53.32,2,0.2292,33.3,テン型
2022103945,50.05,52.69,-2.64,47.23,3,0.198,42.9,バランス型
2022104892,52.08,46.71,5.37,41.3,3,0.0864,42.9,バランス型
2022105031,43.67,47.74,-4.07,37.68,8,0.1663,66.7,バランス型
2022105407,59.17,48.19,10.98,53.7,8,0.1304,66.7,テン型
2022105503,69.81,71.52,-1.71,89.83,7,0.1839,63.6,バランス型
2022106306,48.46,50.07,-1.61,45.02,8,0.1156,66.7,バランス型
2022106389,71.23,70.29,0.94,88.83,8,0.0294,39.7,バランス型
2022106590,53.55,53.44,0.1,53.64,7,0.2008,63.6,バランス型
2022107239,43.5,37.53,5.98,14.68,3,0.0864,42.9,バランス型
2020110147,60.92,63.51,-2.59,86.41,2,0.0833,33.3,バランス型
2021106922,44.62,44.32,0.3,0.0,1,0.0,7.0,バランス型
2021110167,47.9,47.71,0.19,20.0,1,0.0,7.0,バランス型
2022100135,56.97,52.03,4.94,56.38,5,0.1057,55.6,バランス型
2022100699,65.64,68.25,-2.61,81.09,8,0.1454,66.7,バランス型
2022102167,48.18,49.16,-0.98,35.95,2,0.0333,20.9,バランス型
2022102493,55.88,55.89,-0.01,62.7,2,0.0375,22.1,バランス型
2022102698,45.88,45.62,0.25,7.69,1,0.0,7.0,バランス型
2022102780,66.53,60.89,5.64,76.69,6,0.1223,60.0,バランス型
2022103154,59.24,59.91,-0.67,66.0,8,0.0489,50.5,バランス型
2022103237,67.29,60.3,6.99,92.93,2,0.1333,33.3,バランス型
2022104413,42.7,47.93,-5.23,36.21,8,0.0806,66.7,バランス型
2022104576,70.6,64.22,6.38,86.8,5,0.109,55.6,バランス型
2022105011,62.7,56.8,5.91,68.01,6,0.1191,60.0,バランス型
2022105896,47.07,46.31,0.75,28.62,2,0.025,18.6,バランス型
2022106603,59.22,56.58,2.64,62.67,8,0.1086,66.7,バランス型
2022106999,59.8,55.65,4.14,62.59,8,0.1007,66.7,バランス型
2021101721,51.52,52.18,-0.66,47.69,2,0.0,11.7,バランス型
2022100540,34.64,39.46,-4.82,19.57,8,0.1137,66.7,バランス型
2022102498,67.34,59.88,7.46,77.36,6,0.094,60.0,バランス型
2022104076,50.91,54.24,-3.33,51.31,7,0.0917,63.6,バランス型
2022104177,46.59,52.5,-5.91,39.22,2,0.2458,33.3,バランス型
2022104684,59.3,49.29,10.01,55.82,6,0.1831,60.0,テン型
2022104898,68.26,60.85,7.41,76.17,8,0.153,66.7,バランス型
2022105102,63.81,60.1,3.71,71.29,8,0.0789,66.7,バランス型
2022105699,67.76,57.75,10.02,90.81,2,0.0,11.7,テン型
2022105714,57.0,48.65,8.35,51.5,2,0.2333,33.3,テン型
2022106566,40.34,49.4,-9.06,0.0,1,0.0,7.0,追走持続型
2022110085,42.78,50.14,-7.36,10.0,1,0.0,7.0,バランス型
2021100119,45.37,43.6,1.78,0.0,1,0.0,7.0,バランス型
2021102012,61.84,57.16,4.68,76.58,2,0.1417,33.3,バランス型
2021103174,55.06,55.44,-0.38,64.71,1,0.0,7.0,バランス型
2021103981,64.12,67.93,-3.81,83.29,5,0.1156,55.6,バランス型
2021105090,47.13,45.75,1.38,11.76,1,0.0,7.0,バランス型
2020110050,53.14,51.4,1.74,50.61,4,0.0836,50.0,バランス型
2021100055,45.37,43.6,1.78,0.0,1,0.0,7.0,バランス型
2021106342,49.88,45.25,4.64,17.65,1,0.0,7.0,バランス型
2022101933,47.02,47.45,-0.44,30.63,2,0.0375,22.1,バランス型
2022103841,43.74,47.05,-3.3,23.56,2,0.0375,22.1,バランス型
2022104001,39.01,42.67,-3.66,6.76,2,0.0667,30.2,バランス型
2022104163,59.71,62.16,-2.45,68.64,8,0.0509,51.6,バランス型
2022104493,59.62,56.98,2.63,83.33,1,0.0,7.0,バランス型
2022105431,74.87,68.99,5.88,91.49,8,0.1419,66.7,バランス型
2022105963,47.6,49.24,-1.64,38.68,3,0.0789,42.9,バランス型
2021100199,50.98,46.2,4.77,23.53,1,0.0,7.0,バランス型
2021103937,56.27,59.31,-3.05,70.11,2,0.125,33.3,バランス型
2021102055,50.52,48.48,2.04,42.18,3,0.1238,42.9,バランス型
2022101988,47.35,47.15,0.2,16.67,1,0.0,7.0,バランス型
2022102785,48.18,48.79,-0.61,40.78,4,0.0442,35.9,バランス型
2022103776,51.63,51.22,0.41,46.2,2,0.0375,22.1,バランス型
2022104617,66.19,60.29,5.9,73.77,8,0.1383,66.7,バランス型
2022105363,62.24,62.02,0.22,74.0,5,0.0461,40.8,バランス型
2022105429,42.51,45.07,-2.56,33.57,8,0.0406,45.9,バランス型
2022106666,64.16,62.62,1.54,73.88,8,0.0815,66.7,バランス型
2021100302,45.21,48.29,-3.09,13.33,1,0.0,7.0,バランス型
2021102589,47.9,48.83,-0.93,34.77,2,0.025,18.6,バランス型
2022101133,55.74,55.88,-0.14,58.52,7,0.1098,63.6,バランス型
2022101574,64.35,59.48,4.87,71.95,7,0.116,63.6,バランス型
2022102370,70.69,62.01,8.68,81.71,8,0.1235,66.7,テン型
2022103071,48.6,51.22,-2.62,40.54,2,0.0583,27.9,バランス型
2022104942,33.66,39.97,-6.31,19.32,8,0.1216,66.7,バランス型
2022105404,69.38,65.99,3.39,87.09,5,0.1867,55.6,バランス型
2022105777,56.26,56.82,-0.56,59.78,8,0.0672,60.7,バランス型
2022106409,49.76,48.19,1.57,43.81,6,0.1148,60.0,バランス型
2021100064,45.98,44.93,1.05,5.88,1,0.0,7.0,バランス型
2021103357,47.94,47.49,0.45,32.43,2,0.0083,14.0,バランス型
2021105059,48.83,48.53,0.3,36.04,2,0.1,33.3,バランス型
2021106237,58.71,58.93,-0.22,64.48,8,0.0273,38.5,バランス型
2021110079,33.43,36.3,-2.86,15.61,8,0.1171,66.7,バランス型
2021101956,36.86,38.18,-1.32,6.67,3,0.0354,27.6,バランス型
2021104037,57.13,57.35,-0.22,63.33,4,0.0355,32.3,バランス型
2022100076,53.73,50.63,3.1,50.56,5,0.0581,46.3,バランス型
2022101343,52.47,52.44,0.03,50.0,2,0.0,11.7,バランス型
2022102220,64.92,59.23,5.7,71.46,8,0.0817,66.7,バランス型
2022104057,36.24,39.02,-2.78,12.68,4,0.1155,50.0,バランス型
2022104150,46.22,47.33,-1.11,39.89,8,0.0734,64.1,バランス型
2022104972,60.09,60.31,-0.23,78.68,2,0.0,11.7,バランス型
2022105077,45.02,46.64,-1.62,31.13,3,0.0593,36.2,バランス型
2021110094,61.99,57.84,4.15,93.33,1,0.0,7.0,バランス型
2020102592,35.48,42.97,-7.48,0.0,2,0.1333,33.3,バランス型
2017100403,56.38,54.62,1.76,59.79,3,0.0647,38.1,バランス型
2021102841,69.23,72.8,-3.56,89.56,8,0.188,66.7,バランス型
2021105697,46.62,45.03,1.59,25.44,2,0.0417,23.2,バランス型
2021106037,42.82,40.25,2.56,9.42,2,0.0042,12.8,バランス型
2022100755,55.55,52.72,2.83,55.85,3,0.0589,36.0,バランス型
2022100784,61.59,57.48,4.11,72.2,3,0.0325,26.6,バランス型
2022100918,55.46,54.66,0.79,63.64,1,0.0,7.0,バランス型
2022102679,38.3,43.88,-5.58,23.82,5,0.0909,55.6,バランス型
2022103327,47.82,47.1,0.71,40.34,6,0.1189,60.0,バランス型
2022104179,54.1,52.62,1.49,53.41,8,0.1465,66.7,バランス型
2022105334,39.62,36.54,3.08,22.05,8,0.1319,66.7,バランス型
2022105842,49.0,51.03,-2.03,40.79,2,0.0292,19.8,バランス型
2022105990,49.9,51.21,-1.31,36.36,1,0.0,7.0,バランス型
2022106334,42.49,46.61,-4.11,0.0,1,0.0,7.0,バランス型
2022107203,40.64,48.3,-7.67,26.17,3,0.0514,33.3,バランス型
2022110015,48.52,50.44,-1.92,45.2,8,0.0447,48.2,バランス型
2021101893,51.73,52.87,-1.14,46.67,1,0.0,7.0,バランス型
2021105483,46.85,51.38,-4.53,26.67,1,0.0,7.0,バランス型
2021110115,51.73,52.87,-1.14,46.67,1,0.0,7.0,バランス型
2021101488,50.02,46.66,3.36,43.31,8,0.1222,66.7,バランス型
2021102483,49.08,49.38,-0.3,38.02,2,0.1,33.3,バランス型
2021103681,38.19,39.73,-1.54,0.0,2,0.0292,19.8,バランス型
2022100653,52.49,51.34,1.16,44.44,1,0.0,7.0,バランス型
2022101608,47.61,52.23,-4.62,46.03,8,0.0481,50.1,バランス型
2022102705,51.21,43.79,7.41,36.25,3,0.1538,42.9,バランス型
2022102924,57.91,63.96,-6.06,100.0,1,0.0,7.0,バランス型
2022104555,62.32,64.82,-2.5,74.15,8,0.0821,66.7,バランス型
2022104971,61.82,64.53,-2.71,73.21,8,0.1364,66.7,バランス型
2022105104,48.58,50.95,-2.37,45.32,6,0.1111,60.0,バランス型
2022105194,66.11,66.74,-0.63,79.94,8,0.1529,66.7,バランス型
2022105348,55.06,55.09,-0.03,57.15,6,0.1707,60.0,バランス型
2022110063,57.86,55.52,2.35,60.45,7,0.1079,63.6,バランス型
2020103994,69.53,61.7,7.83,100.0,2,0.0958,33.3,バランス型
2021110106,64.84,58.98,5.86,85.9,2,0.0875,33.3,バランス型
2022106490,58.96,59.15,-0.19,87.5,1,0.0,7.0,バランス型
2022103009,50.56,51.99,-1.42,45.5,2,0.1,33.3,バランス型
2022103335,39.45,40.91,-1.47,4.5,2,0.0375,22.1,バランス型
2022104960,60.22,64.23,-4.01,71.09,8,0.0814,66.7,バランス型
2022105244,60.24,56.28,3.96,63.71,8,0.0525,52.5,バランス型
2022105724,66.5,71.61,-5.11,100.0,3,0.0904,42.9,バランス型
2022105968,47.35,47.15,0.2,16.67,1,0.0,7.0,バランス型
2022107340,49.67,50.24,-0.57,46.42,8,0.0795,66.7,バランス型
2021101195,45.37,43.6,1.78,0.0,1,0.0,7.0,バランス型
2021105129,51.32,48.67,2.65,40.52,2,0.0875,33.3,バランス型
2022100621,46.33,53.18,-6.85,41.72,3,0.0853,42.9,バランス型
2022101507,50.56,51.01,-0.45,43.76,2,0.1167,33.3,バランス型
2022102018,42.38,50.02,-7.64,8.33,1,0.0,7.0,バランス型
2022103159,56.21,57.44,-1.23,60.58,7,0.1144,63.6,バランス型
2022104154,69.49,63.56,5.93,93.0,3,0.0853,42.9,バランス型
2022104821,70.34,58.75,11.59,89.32,3,0.0039,16.4,テン型
2022104879,48.97,61.23,-12.26,56.54,8,0.1379,66.7,追走持続型
2022105223,53.34,53.72,-0.38,53.79,6,0.1846,60.0,バランス型
2022105590,53.56,55.62,-2.05,55.79,8,0.1615,66.7,バランス型
2022105830,52.33,57.99,-5.66,56.35,8,0.1169,66.7,バランス型
2022106150,54.73,49.24,5.48,50.59,8,0.154,66.7,バランス型
2022106799,67.29,60.11,7.18,84.86,3,0.0853,42.9,バランス型
2022106832,72.79,63.75,9.04,84.81,8,0.173,66.7,テン型
2022100400,61.28,54.02,7.26,62.71,8,0.1048,66.7,バランス型
2022101275,50.96,52.27,-1.31,48.1,3,0.0236,23.4,バランス型
2022101655,32.6,42.89,-10.29,5.71,3,0.0312,26.1,追走持続型
2022104876,40.65,45.68,-5.03,29.15,5,0.0824,55.6,バランス型
2022105044,61.01,62.4,-1.39,74.85,4,0.1004,50.0,バランス型
2022105128,51.38,53.75,-2.37,51.72,8,0.1513,66.7,バランス型
2022105218,57.47,56.15,1.32,61.12,6,0.0649,53.4,バランス型
2022105721,58.34,56.45,1.88,77.78,1,0.0,7.0,バランス型
2022106007,51.55,52.23,-0.69,44.44,1,0.0,7.0,バランス型
2022106852,67.33,63.45,3.88,88.98,3,0.0546,34.5,バランス型
2022100121,41.07,44.67,-3.59,28.29,5,0.0786,55.6,バランス型
2022100272,52.53,55.0,-2.47,54.46,3,0.0786,42.9,バランス型
2022100660,46.87,45.62,1.24,27.03,2,0.05,25.6,バランス型
2022100819,50.58,51.28,-0.7,44.35,2,0.0167,16.3,バランス型
2022104597,63.23,56.51,6.73,68.22,6,0.0921,60.0,バランス型
2022104796,65.72,57.51,8.22,77.61,3,0.172,42.9,テン型
2022105316,60.26,61.94,-1.68,69.23,8,0.1373,66.7,バランス型
2022105476,56.37,56.8,-0.43,72.73,1,0.0,7.0,バランス型
2022105783,50.19,47.97,2.23,44.61,8,0.0989,66.7,バランス型
2022105812,48.74,46.39,2.35,31.61,2,0.0833,33.3,バランス型
2022105921,69.44,65.39,4.05,82.23,8,0.1206,66.7,バランス型
2022106583,49.31,48.73,0.58,27.27,1,0.0,7.0,バランス型
2021103164,49.56,41.97,7.6,5.88,1,0.0,7.0,バランス型
2021106652,52.24,46.14,6.1,37.2,2,0.125,33.3,バランス型
2020101632,60.74,61.52,-0.78,100.0,1,0.0,7.0,バランス型
2021103707,50.04,52.97,-2.92,48.65,4,0.0771,49.6,バランス型
2021103917,57.73,57.88,-0.15,80.0,1,0.0,7.0,バランス型
2021107308,54.45,54.49,-0.04,60.0,1,0.0,7.0,バランス型
2021103238,48.24,50.74,-2.5,42.94,4,0.0792,50.0,バランス型
2021105380,41.29,45.44,-4.15,15.86,2,0.0375,22.1,バランス型
2022102576,62.17,57.11,5.06,77.03,2,0.0833,33.3,バランス型
2022102819,52.58,51.29,1.29,50.13,5,0.0759,54.6,バランス型
2022102967,54.86,53.4,1.46,56.08,2,0.0667,30.2,バランス型
2022103051,43.09,45.01,-1.92,34.44,8,0.0812,66.7,バランス型
2022105376,53.24,56.93,-3.69,56.63,8,0.0524,52.4,バランス型
2020104616,72.21,66.24,5.96,86.24,8,0.0871,66.7,バランス型
2022100592,54.2,47.77,6.43,48.06,5,0.1505,55.6,バランス型
2022100864,49.01,48.82,0.19,40.29,3,0.1308,42.9,バランス型
2022101760,44.96,49.13,-4.16,29.73,2,0.1,33.3,バランス型
2022102155,59.1,60.37,-1.27,91.67,1,0.0,7.0,バランス型
2022102835,39.05,43.73,-4.68,24.65,5,0.1345,55.6,バランス型
2022102991,47.87,46.65,1.22,16.67,1,0.0,7.0,バランス型
2022103330,46.56,46.96,-0.4,39.87,8,0.1133,66.7,バランス型
2022104764,50.87,52.48,-1.6,49.48,7,0.126,63.6,バランス型
2022104847,67.45,69.04,-1.59,91.65,4,0.0866,50.0,バランス型
2022105163,58.44,53.85,4.58,60.05,6,0.1239,60.0,バランス型
2022105435,62.05,62.35,-0.3,71.36,8,0.1081,66.7,バランス型
2022105685,45.37,43.6,1.78,0.0,1,0.0,7.0,バランス型
